Air District Name,Regulation,Rules,RuleType,Stringency,OriginalAdoptionDate,CurrentActionType,CurrentActionDate,Effective Date,SourceType,Applicability,Pollutants,Regulatory Text,Regulatory Text Underline Strikeout,Staff Report,Board Package
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",420: Cutback Asphalt Paving Materials,Prohibitory,Unknown,6/18/1979 0:00:00,Amend,1/22/1997 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3506.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",422: Refinery Process Turnarounds,Prohibitory,Unknown,6/18/1979 0:00:00,Adopt,6/18/1979 0:00:00,11/11/1900,Point,All,Organic Compounds,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3507.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",423: Motor Vehicle And Mobile Equipment Coating Operations,Prohibitory,Unknown,2/23/1988 0:00:00,Amend,11/19/2008 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3508.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",424: Gasoline Dispensing Facilities,Prohibitory,Unknown,2/23/1988 0:00:00,Amend,11/16/2016 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3509.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",425: Storage Of Volatile Organic Compounds,Prohibitory,Unknown,7/12/1994 0:00:00,Amend,7/22/2009 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3510.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",426: Landfill Gas Emissions,Prohibitory,Unknown,7/26/1995 0:00:00,Adopt,7/26/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3511.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",427: Marine Tanker Loading,Prohibitory,Unknown,4/26/1995 0:00:00,Adopt,4/26/1995 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3512.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",428: Control Of Oxides Of Nitrogen From Gas-fired Residential Water Heaters And Furnaces,Prohibitory,Unknown,7/26/1995 0:00:00,Adopt,7/26/1995 0:00:00,11/11/1900,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3513.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",429: Oxides Of Nitrogen And Carbon Monoxide Emissions From Electric Power Generation Boilers,Prohibitory,Unknown,11/16/1993 0:00:00,Amend,11/12/1997 0:00:00,11/11/1900,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3514.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions","430: Control Of Oxides Of Nitrogen From Industrial, Institutional, Commercial Boilers, Steam Generators And Process Heaters",Prohibitory,Unknown,7/26/1995 0:00:00,Amend,11/12/2014 0:00:00,11/11/1900,Point,All,NOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3515.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",431: Stationary Internal Combustion Engines,Prohibitory,Unknown,11/13/1996 0:00:00,Amend,11/12/2014 0:00:00,11/11/1900,Point,All,"CO, NOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3516.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",432: Perchloroethylene Dry Cleaning Operations,ATCM,Unknown,5/24/1995 0:00:00,Amend,11/13/1996 0:00:00,11/11/1900,Point,All,Perchloroethylene,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3517.html,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",433: Architectural Coatings,Prohibitory,Unknown,3/26/2002 0:00:00,Adopt,3/26/2002 0:00:00,11/11/1900,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3518.pdf,,,
San Luis Obispo County APCD,"4: Source Emission Standards,�Limitations And Prohibitions",440: Petroleum Coke Calcining And Storage Operations,Prohibitory,Unknown,5/31/2006 0:00:00,Adopt,5/31/2006 0:00:00,11/11/1900,Point,All,SOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3519.pdf,,,
San Luis Obispo County APCD,"5: Burning Provisions, Limitations And Prohibitions",501: General Burning Provisions,Prohibitory,Unknown,8/2/1976 0:00:00,Amend,12/2/2009 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3520.pdf,,,
San Luis Obispo County APCD,"5: Burning Provisions, Limitations And Prohibitions",502: Agricultural And Prescribed Burning,Prohibitory,Unknown,8/2/1976 0:00:00,Amend,7/25/2005 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3521.pdf,,,
San Luis Obispo County APCD,"5: Burning Provisions, Limitations And Prohibitions",503: Incinerator Burning,Prohibitory,Unknown,2/7/1989 0:00:00,Amend,1/26/2000 0:00:00,11/11/1900,Point,All,"All Emissions, CO, Hydrocarbons, Hydrochloric acid, PM, Toxics",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3522.html,,,
San Luis Obispo County APCD,"5: Burning Provisions, Limitations And Prohibitions",504: Residential Wood Combustion,Prohibitory,Unknown,10/19/1993 0:00:00,Adopt,10/19/1993 0:00:00,11/11/1900,Point,All,All Emissions,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3523.html,,,
San Luis Obispo County APCD,6: New Source Performance Standards,601: New Source Performance Standards (NSPS),Federal,Unknown,6/8/1981 0:00:00,Amend,5/28/1997 0:00:00,11/11/1900,Point,All,All Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3524.html,,,
San Luis Obispo County APCD,7: Procedure Before The Hearing Board,701: National Emission Standards For Hazardous Air Pollutants (NESHAPS),Federal,Unknown,6/8/1981 0:00:00,Amend,1/24/1996 0:00:00,11/11/1900,Point,All,HAPs,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3525.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,801: General,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3526.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,802: Filing Petitions,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3527.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,803: Contents And Format Of Petitions,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3528.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,804: Petitions For Variance,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3529.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,805: Appeal From Denial,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3530.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,806: Failure To Comply With Rules,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3531.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,807: Notice Of Hearing,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3532.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,808: Place Of Hearing,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3533.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,809: Pleadings,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3534.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,810: Dismissal Of Petition,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3535.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,811: Preliminary Matters,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3536.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,812: Evidence,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3537.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,813: Official Notice,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3538.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,814: Continuances,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3539.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,815: Decision,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3540.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,816: Effective Date Of Decision,General,n/a,8/2/1976 0:00:00,Adopt,8/2/1976 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3541.html,,,
San Luis Obispo County APCD,8: Procedure Before The Hearing Board,817: Increments Of Progress,General,n/a,8/2/1976 0:00:00,Amend,5/13/1998 0:00:00,11/11/1900,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3542.html,,,
San Luis Obispo County APCD,"10: Fugitive Dust Emission Standards, Limitations And Prohibitions",1001: Coastal Dunes Dust Control Requirements,Prohibitory,Unknown,11/16/2011 0:00:00,Amend,3/7/2016 0:00:00,11/11/1900,Point,All,PM10,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID3543.pdf,,,
Santa Barbara County APCD,1: General Provisions,101: Compliance By Existing Installations Conflicts,General,n/a,10/18/1971 0:00:00,Amend,6/1/1981 0:00:00,6/1/1981,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2407.pdf,,,
Santa Barbara County APCD,1: General Provisions,102: Definitions,General,n/a,10/18/1971 0:00:00,Amend,8/25/2016 0:00:00,8/25/2016,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2408.pdf,,,
Santa Barbara County APCD,1: General Provisions,103: Severability,General,n/a,10/23/1978 0:00:00,Adopt,10/23/1978 0:00:00,10/23/1978,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2409.pdf,,,
Santa Barbara County APCD,1: General Provisions,104: Agricultural Burning,General,n/a,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2410.pdf,,,
Santa Barbara County APCD,1: General Provisions,105: Applicability,General,n/a,7/30/1991 0:00:00,Amend,8/25/2016 0:00:00,8/25/2016,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2411.pdf,,,
Santa Barbara County APCD,1: General Provisions,107: Emergencies,General,n/a,4/19/2001 0:00:00,Adopt,4/19/2001 0:00:00,4/19/2001,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2412.pdf,,,
Santa Barbara County APCD,2: Permits,201: Permits Required,NSR,n/a,10/18/1971 0:00:00,Amend,6/19/2008 0:00:00,6/19/2008,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2413.pdf,,,
Santa Barbara County APCD,2: Permits,202: Exemptions To Rule 201,NSR,n/a,10/18/1971 0:00:00,Amend,8/25/2016 0:00:00,8/25/2016,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2414.pdf,,,
Santa Barbara County APCD,2: Permits,203: Transfer And Voiding Of Permits,NSR,n/a,10/18/1971 0:00:00,Amend,4/17/1997 0:00:00,4/17/1997,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2415.pdf,,,
Santa Barbara County APCD,2: Permits,204: Applications,NSR,n/a,10/18/1971 0:00:00,Amend,8/25/2016 0:00:00,8/25/2016,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2416.pdf,,,
Santa Barbara County APCD,2: Permits,205: Standards For Granting Permits,NSR,n/a,10/18/1971 0:00:00,Amend,4/17/1997 0:00:00,4/17/1997,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2417.pdf,,,
Santa Barbara County APCD,2: Permits,206: Conditional Approval Of Authority To Construct Or Permit To Operate,NSR,n/a,10/18/1971 0:00:00,Amend,10/15/1991 0:00:00,10/15/1991,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2418.pdf,,,
Santa Barbara County APCD,2: Permits,207: Denial Of Applications,NSR,n/a,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2419.pdf,,,
Santa Barbara County APCD,2: Permits,208: Action On Applications - Time Limits,NSR,n/a,10/18/1971 0:00:00,Amend,4/17/1997 0:00:00,4/17/1997,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2420.pdf,,,
Santa Barbara County APCD,2: Permits,209: Appeals,NSR,n/a,10/18/1971 0:00:00,Amend,1/18/2001 0:00:00,1/18/2001,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2421.pdf,,,
Santa Barbara County APCD,2: Permits,210: Fees,General,n/a,10/18/1971 0:00:00,Amend,7/1/2022 0:00:00,7/1/2022,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4885.pdf,,,
Santa Barbara County APCD,2: Permits,211: Technical Reports - Charges For,General,n/a,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2423.pdf,,,
Santa Barbara County APCD,2: Permits,212: Emission Statements,NSR,n/a,10/20/1992 0:00:00,Adopt,10/20/1992 0:00:00,10/20/1992,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2424.pdf,,,
Santa Barbara County APCD,2: Permits,213: Fees For Registration Programs,General,n/a,10/18/2007 0:00:00,Amend,7/1/2022 0:00:00,7/1/2022,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID4886.pdf,,,
Santa Barbara County APCD,3: Prohibitions,301: Circumvention,General,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2426.pdf,,,
Santa Barbara County APCD,3: Prohibitions,302: Visible Emissions,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,6/1/1981 0:00:00,6/1/1981,General,All,"PM, Visible Emissions",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2427.pdf,,,
Santa Barbara County APCD,3: Prohibitions,303: Nuisance,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,All Pollutants,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2428.pdf,,,
Santa Barbara County APCD,3: Prohibitions,304: Particulate Matter - Northern Zone,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2429.pdf,,,
Santa Barbara County APCD,3: Prohibitions,305: Particulate Matter - Southern Zone,Prohibitory,Not Determined,5/1/1972 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,General,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2430.pdf,,,
Santa Barbara County APCD,3: Prohibitions,306: Dust And Fumes - Northern Zone,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2431.pdf,,,
Santa Barbara County APCD,3: Prohibitions,307: Particulate Matter Emission Weight Rate - Southern Zone,Prohibitory,Not Determined,5/1/1972 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2432.pdf,,,
Santa Barbara County APCD,3: Prohibitions,308: Incinerator Burning,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,"PM, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2433.pdf,,,
Santa Barbara County APCD,3: Prohibitions,309: Specific Contaminants,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,"CO, NOX, PM, SOX",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2434.pdf,,,
Santa Barbara County APCD,3: Prohibitions,310: Odorous Organic Sulfides,Prohibitory,Not Determined,1/12/1976 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,Hydrogen Sulfide,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2435.pdf,,,
Santa Barbara County APCD,3: Prohibitions,311: Sulfur Content Of Fuels,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,SOX,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2436.pdf,,,
Santa Barbara County APCD,3: Prohibitions,312: Open Fires,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/2/1990 0:00:00,10/2/1990,Point,All,PM,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2437.pdf,,,
Santa Barbara County APCD,3: Prohibitions,313: Fires Set Under Public Authority,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2438.pdf,,,
Santa Barbara County APCD,3: Prohibitions,314: Reduction Of Animal Matter,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,"PM, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2439.pdf,,,
Santa Barbara County APCD,3: Prohibitions,315: Gasoline Specifications,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2440.pdf,,,
Santa Barbara County APCD,3: Prohibitions,316: Storage And Transfer Of Gasoline,Prohibitory,BARCT,10/18/1971 0:00:00,Amend,1/15/2009 0:00:00,1/15/2009,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2441.pdf,,,
Santa Barbara County APCD,3: Prohibitions,317: Organic Solvents,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2442.pdf,,,
Santa Barbara County APCD,3: Prohibitions,318: Vacuum Producing Devices Or Systems - Southern Zone,Prohibitory,Not Determined,5/1/1972 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2443.pdf,,,
Santa Barbara County APCD,3: Prohibitions,319: Asphalt Air Blowing - Southern Zone,Prohibitory,Not Determined,5/1/1972 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2444.pdf,,,
Santa Barbara County APCD,3: Prohibitions,320: Petroleum Solvent Dry Cleaners,Prohibitory,Not Determined,2/24/1975 0:00:00,Amend,6/11/1979 0:00:00,6/11/1979,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2445.pdf,,,
Santa Barbara County APCD,3: Prohibitions,321: Solvent Cleaning Operations,Prohibitory,RACT,2/24/1975 0:00:00,Amend,6/21/2012 0:00:00,6/21/2012,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2446.pdf,,,
Santa Barbara County APCD,3: Prohibitions,322: Metal Surface Coating Thinner And Reducer,Prohibitory,Not Determined,2/24/1975 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2447.pdf,,,
Santa Barbara County APCD,3: Prohibitions,323.1: Architectural Coatings,Prohibitory,BARCT,6/19/2014 0:00:00,Adopt,6/19/2014 0:00:00,1/1/2015,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2448.pdf,,,
Santa Barbara County APCD,3: Prohibitions,324: Disposal And Evaporation Of Solvents,Prohibitory,Not Determined,10/18/1971 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2449.pdf,,,
Santa Barbara County APCD,3: Prohibitions,325: Crude Oil Production And Separation,Prohibitory,BARCT,1/25/1994 0:00:00,Amend,7/19/2001 0:00:00,7/19/2001,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2450.pdf,,,
Santa Barbara County APCD,3: Prohibitions,326: Storage Of Reactive Organic Compound Liquids,Prohibitory,BARCT,12/14/1993 0:00:00,Amend,1/18/2001 0:00:00,1/18/2001,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2451.pdf,,,
Santa Barbara County APCD,3: Prohibitions,327: Organic Liquid Cargo Tank Vessel Loading,Prohibitory,Not Determined,8/14/1978 0:00:00,Amend,12/16/1985 0:00:00,12/16/1985,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2452.pdf,,,
Santa Barbara County APCD,3: Prohibitions,328: Continuous Emission Monitoring,General,Not Determined,6/27/1977 0:00:00,Amend,10/23/1978 0:00:00,10/23/1978,Point,All,,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2453.pdf,,,
Santa Barbara County APCD,3: Prohibitions,329: Cutback And Emulsified Asphalt Paving Materials,Prohibitory,BARCT,6/11/1979 0:00:00,Amend,2/25/1992 0:00:00,2/25/1992,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2454.pdf,,,
Santa Barbara County APCD,3: Prohibitions,330: Surface Coating Of Metal Parts And Products,Prohibitory,RACT,6/11/1979 0:00:00,Amend,6/21/2012 0:00:00,6/21/2012,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2455.pdf,,,
Santa Barbara County APCD,3: Prohibitions,331: Fugitive Emissions Inspection And Maintenance,Prohibitory,BARCT,6/11/1979 0:00:00,Amend,12/10/1991 0:00:00,12/10/1991,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2456.pdf,,,
Santa Barbara County APCD,3: Prohibitions,"332: Petroleum Refinery Vacuum Producing Systems, Wastewater Separators And Process Turnarounds",Prohibitory,Not Determined,6/11/1979 0:00:00,Adopt,6/11/1979 0:00:00,6/11/1979,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2457.pdf,,,
Santa Barbara County APCD,3: Prohibitions,333: Control Of Emissions From Reciprocating Internal Combustion Engines,Prohibitory,RACT,12/3/1991 0:00:00,Amend,6/19/2008 0:00:00,6/19/2008,Point,All,"CO, NOX, VOC",https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2458.pdf,,,
Santa Barbara County APCD,3: Prohibitions,335: Control Of Hexavalent Chromium In Cooling Towers,ATCM,Not Determined,1/9/1990 0:00:00,Adopt,1/9/1990 0:00:00,1/9/1990,Point,All,Hexavalent Chromium,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2459.pdf,,,
Santa Barbara County APCD,3: Prohibitions,336: Control Of Ethylene Oxide Emissions,ATCM,Not Determined,12/12/1989 0:00:00,Adopt,12/12/1989 0:00:00,12/12/1989,Point,All,Ethylene Oxide,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2460.pdf,,,
Santa Barbara County APCD,3: Prohibitions,337: Surface Coating Of Aerospace Vehicles And Components,Prohibitory,BARCT,7/10/1990 0:00:00,Amend,6/21/2012 0:00:00,6/21/2012,Point,All,VOC,https://ww2.arb.ca.gov/sites/default/files/classic/technology-clearinghouse/rules/RuleID2461.pdf,,,
